pl_name,hostname,pl_orbper,pl_bmasse,pl_rade,st_teff,st_mass,st_rad,disc_year,disc_facility,sy_dist,ra,dec,pl_eqt,pl_dens
WASP-192 b,WASP-192,2.8786765,731.009,13.78707,5910.0,1.09,1.32,2019,WASP-South,508.885,223.6587187,-38.7445469,1620.0,1.62
Kepler-1838 b,Kepler-1838,12.14680004,,1.66049425,5877.0,1.187,1.963,2021,Kepler,451.242,298.9917165,40.14226,,
Kepler-639 b,Kepler-639,10.21420496,,2.38,5896.0,1.14,1.29,2016,Kepler,850.242,292.1868271,41.726944,,
LP 890-9 c,LP 890-9,8.457463,25.3,1.367,2850.0,0.118,0.1556,2022,SPECULOOS Southern Observatory,32.4298,64.1309096,-28.3157909,272.0,
EPIC 201595106 b,EPIC 201595106,0.87724,7.67,1.565,5679.0,0.958,0.98,2021,K2,232.1,183.7203635,1.9681688,2038.0,11.1
Kepler-247 d,Kepler-247,20.477912,,3.94,5100.0,,0.768,2014,Kepler,663.711,288.6425609,43.0393769,,
Kepler-1724 b,Kepler-1724,6.45442009,,2.83677238,6092.0,1.016,0.943,2021,Kepler,1060.77,296.1207272,47.9214736,,
TOI-532 b,TOI-532,2.3266508,61.5,5.82,3927.0,0.639,0.612,2021,Transiting Exoplanet Survey Satellite (TESS),135.047,85.0800537,11.5626373,867.0,1.72
Kepler-1863 b,Kepler-1863,44.99760056,,2.26309256,5871.0,1.097,0.983,2021,Kepler,865.546,282.2397185,43.2440854,,
Kepler-526 b,Kepler-526,5.458498316,,1.99,5894.0,1.15,1.14,2016,Kepler,666.146,297.6509281,47.3962246,,
Kepler-1741 b,Kepler-1741,2.757590055,,1.273,3683.0,0.454,0.424,2021,Kepler,270.739,292.577073,39.120939,,
Kepler-424 b,Kepler-424,3.3118644,327.35,9.98,5460.0,1.01,0.94,2014,Kepler,698.646,298.6249797,48.57745,,1.94
Kepler-1514 b,Kepler-1514,217.83184,1678.1424,12.419572,6145.0,1.196,1.289,2016,Kepler,397.292,292.6274943,37.8601653,387.9,4.82
Kepler-803 b,Kepler-803,50.28638192,,3.79,5919.0,1.05,1.12,2016,Kepler,639.771,299.2216728,44.6939033,,
Kepler-274 b,Kepler-274,11.634788,,1.54,6023.0,,1.007,2014,Kepler,1333.62,292.9227926,38.4772173,,
Kepler-372 b,Kepler-372,6.849692,,1.36,6509.0,,1.137,2014,Kepler,1493.95,291.2562253,49.2589288,,
Kepler-1773 b,Kepler-1773,40.80970001,,3.50469499,6183.0,1.241,1.3,2021,Kepler,681.255,286.2232284,38.2581676,,
Kepler-1790 b,Kepler-1790,31.58889961,,3.1446145,5866.0,1.02,1.367,2021,Kepler,1070.17,294.5668577,46.0757312,,
Kepler-197 d,Kepler-197,15.677563,,1.22,6004.0,,1.12,2014,Kepler,330.575,295.2264739,50.5592348,,
TOI-1338 b,TOI-1338 A,95.4001,11.3,7.661,,1.0936,1.313,2020,Transiting Exoplanet Survey Satellite (TESS),399.017,92.1330955,-59.5409853,,
TOI-2447 b,TOI-2447,69.33684,124.90656395,9.60609646,5730.0,1.034,1.006,2024,Transiting Exoplanet Survey Satellite (TESS),148.987,70.9975864,-31.9066369,414.0,
HATS-70 b,HATS-70,1.8882378,4100.007,15.513256,7930.0,1.78,1.881,2019,HATSouth,1458.83,109.1045212,-31.2443947,2730.0,6.64
Kepler-253 d,Kepler-253,18.119869,,3.17,5208.0,,0.786,2014,Kepler,838.595,291.8419337,44.858124,,
Kepler-35 b,Kepler-35,131.458,40.363,8.16,5606.0,0.8877,1.0284,2011,Kepler,1819.17,294.496955,46.6896733,,0.41
Kepler-907 b,Kepler-907,15.86621821,,1.2,6106.0,1.08,1.38,2016,Kepler,,285.4764959,41.6326615,,
Kepler-92 d,Kepler-92,49.3568,,2.067,5904.34,1.07,1.81719,2015,Kepler,477.992,289.0860607,41.5630224,,
TOI-238 c,TOI-238,8.465651,6.7,2.18,5059.0,0.79,0.733,2024,Multiple Observatories,80.5407,349.2310814,-18.6066463,696.0,1.83
WASP-56 b,WASP-56,4.6171,143.0235,10.53646,5600.0,0.71,0.96,2012,SuperWASP,321.084,183.3660401,23.055687,,
Kepler-265 c,Kepler-265,17.028937,,2.63,5835.0,,1.103,2014,Kepler,1280.25,290.5104788,41.244743,,
Kepler-1901 b,Kepler-1901,3.484129906,,1.47418907,5696.0,1.022,0.921,2021,Kepler,1028.37,291.1643587,45.3183061,,
Kepler-184 b,Kepler-184,10.687576,,2.36,5788.0,,0.873,2014,Kepler,610.326,291.9518784,43.0746172,,
TOI-2236 b,TOI-2236,3.5315902,502.16888306,14.36991326,6248.0,1.343,1.573,2022,Transiting Exoplanet Survey Satellite (TESS),355.59,20.1660113,-86.979965,1688.0,0.93
Kepler-1881 b,Kepler-1881,159.3939972,,2.98104391,5135.0,0.812,0.874,2021,Kepler,1057.21,293.6393065,44.9825447,,
Kepler-1947 b,Kepler-1947,6.963630199,,1.0101666,6040.0,0.984,1.686,2021,Kepler,468.771,296.1040313,42.3425818,,
Kepler-373 b,Kepler-373,5.535309,,1.36,5787.0,,0.845,2014,Kepler,1090.45,289.3879904,50.5970115,,
Kepler-292 e,Kepler-292,11.97901,,2.67,5299.0,,0.826,2014,Kepler,1056.48,295.7661979,42.4242822,,
TOI-269 b,TOI-269,3.6977104,8.8,2.77,3514.0,0.3917,0.398,2021,Transiting Exoplanet Survey Satellite (TESS),57.0225,75.8462827,-54.1777213,531.0,2.28
TOI-561 b,TOI-561,0.4465697,2.02,1.397,,0.806,0.843,2020,Transiting Exoplanet Survey Satellite (TESS),85.799,148.1851516,6.216103,2319.0,4.1
Kepler-398 b,Kepler-398,4.081423,,0.93,4493.0,,0.613,2014,Kepler,177.355,291.4688524,40.3437001,,
Kepler-982 b,Kepler-982,15.7738221,,2.25,6139.0,1.16,1.29,2016,Kepler,801.479,288.4176803,46.5904531,,
Kepler-250 d,Kepler-250,17.648312,,2.18,5160.0,,0.805,2014,Kepler,760.585,289.5947633,44.1418114,,
TOI-3693 b,TOI-3693,9.088516,324.18497514,12.59889431,5321.0,0.867,0.791,2022,Transiting Exoplanet Survey Satellite (TESS),176.436,15.6543938,51.3038918,801.0,0.89
HATS-77 b,HATS-77,3.0876262,436.69623122,13.05846252,4071.0,0.655,0.6428,2021,HATSouth,436.176,149.8236672,-27.3928174,828.3,1.077
K2-268 e,K2-268,6.131243,,1.33,5106.0,0.84,0.78,2021,K2,327.783,133.7094899,11.8482712,801.0,
Kepler-336 d,Kepler-336,20.678772,,2.37,5867.0,,1.304,2014,Kepler,768.86,290.2376224,41.3313637,,
Kepler-182 b,Kepler-182,9.825792,,2.58,6250.0,,1.146,2014,Kepler,1549.09,289.8301128,50.5862025,,
TOI-139 b,TOI-139,11.07085,,2.4566,4570.0,0.69,0.7007,2023,Transiting Exoplanet Survey Satellite (TESS),42.4061,336.4024144,-34.9097131,561.17,
HD 206893 b,HD 206893,9350.0,8899.195396,14.01122587,,1.32,,2021,Gemini Observatory,40.7583,326.3416874,-12.7833522,1429.2,
Kepler-1144 b,Kepler-1144,17.14647302,,1.99,5753.0,0.98,0.96,2016,Kepler,1140.57,290.0432936,47.2578857,,
Kepler-208 d,Kepler-208,11.131786,,1.2,6092.0,,1.314,2014,Kepler,775.328,293.8901979,42.5279413,,
Kepler-1397 b,Kepler-1397,47.449955,,1.72,6026.0,1.09,1.12,2016,Kepler,1198.25,299.6758812,47.0758234,,
Kepler-845 b,Kepler-845,0.927859821,,2.04,4913.0,0.79,0.75,2016,Kepler,431.051,290.9576363,49.2037262,,
TOI-238 b,TOI-238,1.273114,,1.612,5080.0,0.788,0.75,2024,Transiting Exoplanet Survey Satellite (TESS),80.5407,349.2310814,-18.6066463,1456.61,
Kepler-1284 b,Kepler-1284,0.664073806,,1.21,5123.0,0.84,0.79,2016,Kepler,882.324,291.2789549,47.6875766,,
Kepler-1508 b,Kepler-1508,20.7056504,,1.33,6158.0,1.14,1.22,2016,Kepler,1260.28,298.1188802,40.3750316,,
Kepler-326 c,Kepler-326,4.580358,,1.4,5105.0,,0.801,2014,Kepler,487.675,294.3255898,46.0022646,,
Kepler-760 b,Kepler-760,8.70419416,,3.06,5322.0,0.89,0.85,2016,Kepler,792.336,287.5931997,44.1794278,,
K2-71 b,K2-71,6.98541,,2.15,4006.0,0.477,0.426,2016,K2,153.192,341.7248656,-9.8816109,,
HATS-2 b,HATS-2,1.35413379,435.42491759,12.57647635,,0.904,0.876,2013,HATSouth,341.925,176.7388264,-22.5630097,1550.0,1.20684
K2-398 b,K2-398,6.393025,,2.274,5946.0,0.945,1.239,2022,K2,606.992,161.7349738,1.9367044,,
TOI-2384 b,TOI-2384,2.13570304,624.85064816,11.48920522,3943.0,0.635,0.6113,2024,Transiting Exoplanet Survey Satellite (TESS),191.51,36.1561463,-65.0001957,889.7,2.26
Kepler-1595 b,Kepler-1595,4.56380468,,1.23,5203.0,0.84,0.8,2016,Kepler,845.022,285.7227502,43.0094855,,
Kepler-1468 b,Kepler-1468,8.23984869,,1.73,5893.0,1.04,1.05,2016,Kepler,1899.24,293.5198289,41.2773671,,
Kepler-626 b,Kepler-626,14.48585199,,2.29,5813.0,1.01,1.05,2016,Kepler,635.643,288.6986828,39.7082044,,
K2-323 b,K2-323,24.93,,2.1,3710.0,0.478,0.549,2020,K2,118.318,159.4209874,6.2858689,318.0,
Kepler-355 c,Kepler-355,25.762294,,2.71,6184.0,,1.066,2014,Kepler,1432.17,285.7994917,42.8117427,,
Kepler-611 b,Kepler-611,2.437033302,,1.65,5761.0,1.01,1.01,2016,Kepler,1395.56,286.0049121,45.4803043,,
TOI-1221 b,TOI-1221,91.68278,1112.3994245,2.91,5592.0,0.93,1.031,2023,Transiting Exoplanet Survey Satellite (TESS),138.411,107.9210254,-65.5088568,440.0,
K2-210 b,K2-210,0.57023,,0.86,5500.0,,0.89,2018,K2,176.51,17.6412694,1.5784137,,
Kepler-909 b,Kepler-909,13.93290318,,1.47,6154.0,1.17,1.23,2016,Kepler,309.596,289.5063796,45.3709728,,
Kepler-930 b,Kepler-930,71.4517775,,2.13,6335.0,1.25,1.4,2016,Kepler,848.396,298.3144494,42.2473698,,
Kepler-1432 b,Kepler-1432,23.9109011,,2.22,6031.0,1.09,1.13,2016,Kepler,2171.87,295.5241011,49.8295211,,
Kepler-1019 b,Kepler-1019,1.411229847,,1.46,4433.0,0.7,0.67,2016,Kepler,194.182,283.7175909,47.2043818,,
TOI-4127 b,TOI-4127,56.39879,731.0053361,12.28504285,6096.0,1.23,1.293,2023,Transiting Exoplanet Survey Satellite (TESS),319.632,105.4045516,72.4149297,605.1,2.17
TOI-1244 b,TOI-1244,6.400316483,,2.467,4599.0,0.73,0.721,2024,Transiting Exoplanet Survey Satellite (TESS),102.551,256.279559,69.519093,,
TOI-157 b,TOI-157,2.0845435,375.0394,14.414774,5404.0,0.948,1.167,2020,Transiting Exoplanet Survey Satellite (TESS),355.683,73.7014398,-76.6806061,1588.0,0.686
K2-164 b,K2-164,17.355066,,3.24925008,5791.0,1.180894,2.196069,2018,K2,375.67,171.933659,-0.0628488,,
Kepler-1834 c,Kepler-1834,0.766691517,,1.22,4821.0,0.765,0.788,2023,Kepler,500.395,294.6646789,39.7838461,1541.0,
Kepler-1337 b,Kepler-1337,24.4002549,,2.41,4523.0,0.7,0.67,2016,Kepler,601.629,287.0091176,46.7961229,,
Kepler-159 b,Kepler-159,10.139623,,2.38,4625.0,,0.663,2014,Kepler,373.744,297.0702037,40.868734,,
Kepler-1370 c,Kepler-1370,7.44142113,,1.27,6202.0,1.19,1.29,2016,Kepler,1004.1,284.5656897,41.7784781,,
Kepler-674 b,Kepler-674,2.243381847,,1.69,4192.0,0.6,0.57,2016,Kepler,342.254,285.1761864,50.1496897,,
Kepler-31 d,Kepler-31,87.6451,2161.244,3.9,6340.0,1.21,1.22,2014,Kepler,1664.64,294.0230229,45.8530535,,
Kepler-127 b,Kepler-127,14.435889,,1.4,6106.0,,1.359,2014,Kepler,352.794,285.1899439,46.0280596,,
Kepler-949 b,Kepler-949,8.689307296,,2.91,5403.0,0.89,0.86,2016,Kepler,486.105,298.6079128,46.45366,,
Kepler-32 b,Kepler-32,5.90124,1303.0,2.2,3900.0,0.58,0.53,2011,Kepler,323.847,297.8423073,46.5743595,,
Kepler-1089 b,Kepler-1089,5.132485618,,1.83,3753.0,0.52,0.49,2016,Kepler,259.328,291.0926509,49.1901729,,
Kepler-1350 b,Kepler-1350,4.4968604,,2.52,3827.0,0.55,0.53,2016,Kepler,340.691,288.250611,46.6794847,,
Kepler-102 d,Kepler-102,10.311767,3.0,1.154,4909.0,0.803,0.724,2014,Kepler,107.796,281.4824731,47.2078263,686.0,10.7
Kepler-102 e,Kepler-102,16.1456994,4.7,2.17,4909.0,0.803,0.724,2013,Kepler,107.796,281.4824731,47.2078263,590.0,2.5
Kepler-53 b,Kepler-53,18.6489525,111.0,2.89,5858.0,0.98,0.89,2012,Kepler,1366.07,290.4617926,40.5624966,,
Kepler-27 d,Kepler-27,6.546289921,,2.7061946,5251.0,0.926,0.817,2021,Kepler,1044.36,292.2367608,41.085871,,
Kepler-1646 b,Kepler-1646,4.48558383,,1.23,3299.0,0.24,0.26,2016,Kepler,127.591,287.5264859,42.9129356,,
Kepler-404 c,Kepler-404,14.751166,,1.72,5654.0,,0.884,2014,Kepler,812.524,286.3985796,45.3435241,,
Kepler-18 c,Kepler-18,7.64159,17.3,5.49,5345.0,0.972,1.108,2011,Kepler,433.047,298.0794448,44.746248,,0.59
Kepler-949 c,Kepler-949,20.99757968,,2.97,5211.0,0.817,0.895,2023,Kepler,486.105,298.6079128,46.45366,582.0,
Kepler-32 f,Kepler-32,0.74296,,0.82,3900.0,0.58,0.53,2012,Kepler,323.847,297.8423073,46.5743595,,
WASP-17 b,WASP-17,3.73543,247.9074,20.96083,6550.0,2.28,1.49,2009,SuperWASP,405.908,239.9622479,-28.0617941,,
Kepler-1817 b,Kepler-1817,44.29919815,,2.27349126,5316.0,0.878,0.915,2021,Kepler,748.569,282.0333419,44.4779955,,
Kepler-747 b,Kepler-747,35.61760587,,5.27,5096.0,0.82,0.78,2016,Kepler,3347.16,288.4165196,41.0298175,,
TOI-1736 b,TOI-1736,7.073076,12.3,3.18175535,5636.0,1.0373,1.4286,2023,Transiting Exoplanet Survey Satellite (TESS),88.9482,43.4344615,69.101345,1099.79,2.09
HD 191939 d,HD 191939,38.353037,2.8,2.995,5348.0,0.81,0.94,2020,Transiting Exoplanet Survey Satellite (TESS),53.6089,302.0256247,66.8503014,540.0,0.57
HD 207897 b,HD 207897,16.20166,14.8,2.34302132,5106.0,0.8208,0.7827,2021,Transiting Exoplanet Survey Satellite (TESS),28.2938,325.2016451,84.3337613,581.75,6.29
Kepler-137 c,Kepler-137,18.735753,,1.88,5187.0,,0.802,2014,Kepler,302.979,282.1355875,43.0391951,,
KOI-984 b,KOI-984,4.2881785,,4.3,5295.0,0.928,0.818,2022,Kepler,252.667,291.0489438,36.8400772,1022.0,
Kepler-603 d,Kepler-603,6.2171292,,1.32,5808.0,1.01,1.01,2016,Kepler,1539.63,294.2809679,42.2909295,,
Kepler-210 b,Kepler-210,2.453234,,2.94,4559.0,,0.65,2014,Kepler,232.75,292.5034196,43.0832188,,
Kepler-210 c,Kepler-210,7.972513,,3.62,4559.0,,0.65,2014,Kepler,232.75,292.5034196,43.0832188,,
Kepler-161 c,Kepler-161,7.06424,,2.05,5078.0,,0.806,2014,Kepler,434.632,290.5164698,43.0838642,,
Kepler-1113 b,Kepler-1113,42.3004954,,2.81,5931.0,1.12,1.17,2016,Kepler,1073.88,289.4066969,39.338813,,
Kepler-223 e,Kepler-223,19.72567,4.8,4.6,,1.125,1.72,2014,Kepler,1859.71,298.3183909,47.2794824,,0.28
Kepler-880 c,Kepler-880,11.8061737,,2.87,6900.0,1.714,2.599,2023,Kepler,601.324,281.9712347,43.6727839,1407.0,
Kepler-972 b,Kepler-972,7.03932553,,4.65,6146.0,1.15,1.22,2016,Kepler,1198.03,295.828679,43.4254371,,
Kepler-83 c,Kepler-83,20.09,,2.36,,0.66,0.61,2012,Kepler,400.409,282.2325197,43.6655662,,
Kepler-896 c,Kepler-896,29.5422566,,3.15,5510.0,0.877,0.803,2023,Kepler,2334.93,282.4391402,43.7344291,515.0,
Kepler-245 d,Kepler-245,36.277108,,3.03,5100.0,,0.795,2014,Kepler,861.527,291.6389972,42.4363482,,
Kepler-245 e,Kepler-245,3.219821056,,1.75,5174.0,0.86,0.8,2016,Kepler,861.527,291.6389972,42.4363482,,
Kepler-176 e,Kepler-176,51.16579,,1.45,5295.0,0.87,0.83,2016,Kepler,527.321,294.6679021,43.8532104,,
Kepler-101 b,Kepler-101,3.4876812,51.1,5.77,5667.0,1.17,1.56,2014,Kepler,927.981,283.255507,48.3552474,1513.0,1.45
Kepler-101 c,Kepler-101,6.02976,3.78,1.25,5667.0,1.17,1.56,2014,Kepler,927.981,283.255507,48.3552474,1413.0,10.5
Kepler-297 d,Kepler-297,150.0189511,,32.6,5618.0,0.846,0.897,2023,Kepler,692.14,283.2091605,48.7776156,325.0,
Kepler-1451 b,Kepler-1451,35.622233,,3.35,5782.0,1.0,0.99,2016,Kepler,1058.72,293.4464227,40.4098813,,
Kepler-583 b,Kepler-583,6.5100253,,2.28,5523.0,0.94,0.91,2016,Kepler,867.271,282.1113206,42.3545514,,
Kepler-11 g,Kepler-11,118.3807,25.0,3.33,5663.0,0.961,1.065,2010,Kepler,646.346,297.1150949,41.9091092,,4.0
Kepler-1206 b,Kepler-1206,1.216997663,,1.64,4877.0,0.8,0.75,2016,Kepler,762.019,295.9383737,49.7911337,,
Kepler-60 d,Kepler-60,11.8981,4.16,1.99,5905.0,1.041,1.257,2012,Kepler,1025.1,288.9612535,42.2650472,,2.91
Kepler-60 c,Kepler-60,8.9187,3.85,1.9,5905.0,1.041,1.257,2012,Kepler,1025.1,288.9612535,42.2650472,,3.06
Kepler-1009 b,Kepler-1009,11.35011917,,2.17,4027.0,0.59,0.57,2016,Kepler,355.019,282.8598614,42.6658336,,
Kepler-209 c,Kepler-209,41.749882,,3.1,5513.0,,0.935,2014,Kepler,576.946,291.1694567,42.6407281,,
Kepler-209 b,Kepler-209,16.087845,,2.26,5513.0,,0.935,2014,Kepler,576.946,291.1694567,42.6407281,,
Kepler-450 d,Kepler-450,7.51464,,0.837,6197.21,1.19,1.64162,2015,Kepler,455.982,295.4865821,51.0135237,,
Kepler-160 b,Kepler-160,4.309397,,1.715,5471.0,,1.118,2014,Kepler,937.013,287.773573,42.8692755,,
Kepler-411 d,Kepler-411,58.02035,15.2,3.319,,0.87,0.82,2018,Kepler,153.676,287.6057027,49.5233937,410.0,2.3
Kepler-23 d,Kepler-23,15.27,4.44,2.206,5828.0,1.078,1.548,2014,Kepler,835.756,294.2189131,49.4792536,,2.260583
Kepler-23 c,Kepler-23,10.74,7.81,3.005,5828.0,1.078,1.548,2011,Kepler,835.756,294.2189131,49.4792536,,1.576894
Kepler-50 b,Kepler-50,7.81254,,1.71,6225.0,1.24,1.58,2012,Kepler,250.11,288.1009312,50.0336844,,
TOI-1184 b,TOI-1184,5.748433803,,2.39,4534.0,0.71,0.69,2024,Transiting Exoplanet Survey Satellite (TESS),58.5946,272.2045196,60.6787845,,
Kepler-1716 b,Kepler-1716,35.58100128,,2.4247685,4894.0,0.753,0.684,2021,Kepler,195.439,297.2717207,43.3330644,,
Kepler-1090 c,Kepler-1090,42.42720032,,3.29265785,5330.0,0.869,1.013,2021,Kepler,858.77,295.6629002,44.5258237,,
Kepler-66 b,Kepler-66,17.815815,,2.8,5962.0,1.038,0.966,2013,Kepler,1202.96,293.9815378,46.687728,,
Kepler-219 d,Kepler-219,47.903645,,2.81,5786.0,,1.491,2014,Kepler,787.07,288.7389481,46.7625929,,
Kepler-342 b,Kepler-342,15.170318,,2.25,6175.0,,1.472,2014,Kepler,781.611,292.6780488,46.7266813,,
Kepler-1723 b,Kepler-1723,39.75289917,,2.88046569,6072.0,0.96,1.01,2021,Kepler,811.278,294.4627362,46.8214022,,
Kepler-221 d,Kepler-221,10.04156,,2.73,5243.0,,0.821,2014,Kepler,385.231,296.6547477,46.8352242,,
HIP 97166 b,HIP 97166,10.288914,19.1,2.4801338,5216.0,0.9342,0.8418,2021,Transiting Exoplanet Survey Satellite (TESS),65.9501,296.2446203,74.0628577,701.66,6.86
HD 93963 A c,HD 93963 A,3.6451389,18.4,3.11976057,5908.0,1.0844,1.0311,2022,Transiting Exoplanet Survey Satellite (TESS),82.3432,162.7766969,25.641065,1212.45,3.31
TOI-1011 b,TOI-1011,2.470498,4.04,1.45,5475.0,0.91,0.92,2025,Transiting Exoplanet Survey Satellite (TESS),52.62,113.9847611,-32.8419988,,
TOI-1439 b,TOI-1439,27.644,38.5,4.2427861,5841.0,1.2313,1.6184,2024,Transiting Exoplanet Survey Satellite (TESS),230.306,241.7639371,67.8776404,748.4,2.76
TOI-1630.01,TOI-1630,12.055734733,,2.417,5504.0,0.95,0.83,2024,Transiting Exoplanet Survey Satellite (TESS),66.0929,352.0166759,75.5526069,,
Kepler-277 b,Kepler-277,17.324,87.3,2.92,,1.12,1.69,2013,Kepler,976.643,286.5831894,39.0772582,,
Kepler-276 d,Kepler-276,48.648,16.3,2.8,,1.1,1.03,2013,Kepler,1144.86,293.568197,39.0363123,,
Kepler-130 c,Kepler-130,27.50868,,2.9,5879.0,1.0,1.17,2014,Kepler,316.663,288.4505905,40.2452006,683.0,
Kepler-130 b,Kepler-130,8.457458,,1.02,5884.0,,1.127,2014,Kepler,316.663,288.4505905,40.2452006,,
Kepler-1321 c,Kepler-1321,2.226491086,,2.4,4094.0,0.54,0.53,2016,Kepler,769.146,294.528597,46.6408737,,
TOI-1798.02,TOI-1798,0.437811822,,1.464,5165.0,0.87,0.78,2024,Transiting Exoplanet Survey Satellite (TESS),113.181,211.0939367,46.5192825,,
Kepler-223 d,Kepler-223,14.78869,8.0,5.24,,1.125,1.72,2014,Kepler,1859.71,298.3183909,47.2794824,,0.31
Kepler-29 c,Kepler-29,13.28613,4.5,2.34,5378.0,0.761,0.732,2011,Kepler,832.532,298.348382,47.4913021,,1.91
Kepler-188 c,Kepler-188,5.996553,,3.19,6021.0,,1.141,2014,Kepler,968.544,281.2797173,44.3154743,,
Kepler-412 b,Kepler-412,1.7208604,299.07803,15.031269,5750.0,1.167,1.287,2014,Kepler,1086.24,286.1103053,43.6809612,1850.0,0.52
Kepler-139 c,Kepler-139,157.072878,,3.38,5594.0,,1.3,2014,Kepler,391.038,282.3919451,43.8894167,,
Kepler-176 b,Kepler-176,5.433074,,1.43,5232.0,,0.891,2014,Kepler,527.321,294.6679021,43.8532104,,
Kepler-18 d,Kepler-18,14.85888,16.4,6.98,5345.0,0.972,1.108,2011,Kepler,433.047,298.0794448,44.746248,,0.27
Kepler-18 b,Kepler-18,3.504725,6.9,2.0,5345.0,0.972,1.108,2011,Kepler,433.047,298.0794448,44.746248,,4.9
Kepler-177 b,Kepler-177,36.8601,5.84,3.5,5732.0,0.921,1.324,2013,Kepler,1435.44,286.0471442,45.0532038,,0.75
Kepler-177 c,Kepler-177,49.40926,14.7,8.73,5732.0,0.921,1.324,2013,Kepler,1435.44,286.0471442,45.0532038,,0.121
Kepler-561 c,Kepler-561,5.350161983,,2.68,5646.0,0.96,0.94,2016,Kepler,621.378,293.7471107,45.1071981,,
Kepler-93 b,Kepler-93,4.72673978,4.66,1.478,5669.0,0.911,0.919,2014,Kepler,95.9115,291.4181275,38.6723124,1133.0,7.93
TOI-2076 c,TOI-2076,21.015327,55.0,3.69441587,5192.0,0.8557,0.796,2021,Transiting Exoplanet Survey Satellite (TESS),41.9091,217.3920159,39.7903991,543.16,6.0
K2-137 b,K2-137,0.179719,,0.64,3697.0,,0.29,2017,K2,98.8765,186.870426,-6.1952168,,
Kepler-662 b,Kepler-662,21.67697486,,2.18,4897.0,0.79,0.74,2016,Kepler,815.637,290.4650801,47.9291252,,
Kepler-1940 b,Kepler-1940,4.950610161,,1.54732469,5431.0,0.802,0.717,2021,Kepler,798.595,291.2042027,45.2383344,,
Kepler-401 b,Kepler-401,14.383035,,1.71,6117.0,,1.333,2014,Kepler,965.56,290.0827494,50.8634361,,
Kepler-1756 b,Kepler-1756,2.355750084,,1.47199944,4915.0,0.781,0.812,2021,Kepler,,294.364904,40.7208898,,
Kepler-759 b,Kepler-759,41.805985,,2.27,5860.0,1.04,1.04,2016,Kepler,1073.48,290.1314231,41.3814345,,
Kepler-56 b,Kepler-56,10.5016,22.1,6.51,4840.0,1.32,4.23,2012,Kepler,912.994,293.7583002,41.871807,,0.442
Kepler-942 b,Kepler-942,44.96417488,,2.13,4861.0,0.81,0.75,2016,Kepler,216.354,294.9550809,44.1499518,,
Kepler-50 c,Kepler-50,9.37647,,2.17,6225.0,1.24,1.58,2012,Kepler,250.11,288.1009312,50.0336844,,
Kepler-30 b,Kepler-30,29.33434,11.3,3.9,5498.0,0.99,0.95,2012,Kepler,914.221,285.2836483,38.9472625,,1.02
Kepler-91 b,Kepler-91,6.24658,257.4423,15.322703,4550.0,1.31,6.3,2013,Kepler,1294.69,285.6729033,44.1167513,2040.0,0.4
Kepler-114 c,Kepler-114,8.041,2.8,1.6,,0.56,0.54,2013,Kepler,259.533,294.121482,48.3497977,,
Kepler-1170 b,Kepler-1170,9.98969327,,2.41,5069.0,0.8,0.76,2016,Kepler,1050.45,292.1685422,43.7795963,,
Kepler-359 c,Kepler-359,57.68802,,4.3,6248.0,,1.086,2014,Kepler,1443.21,293.2936129,42.1963497,,
Kepler-85 b,Kepler-85,8.3,1.84,1.778,5505.2,0.928,0.875,2012,Kepler,765.025,290.9734395,45.2902761,,1.819493
Kepler-229 d,Kepler-229,41.194912,,3.85,5120.0,,0.728,2014,Kepler,826.265,286.9994758,48.3757867,,
Kepler-30 d,Kepler-30,143.34394,23.1,8.8,5498.0,0.99,0.95,2012,Kepler,914.221,285.2836483,38.9472625,,0.19
Kepler-10 b,Kepler-10,0.8374907,3.24,1.47,5708.0,0.91,1.065,2011,Kepler,185.506,285.679298,50.2414842,2188.0,5.54
Kepler-195 b,Kepler-195,8.307872,,2.03,5329.0,,0.775,2014,Kepler,652.051,288.1209339,47.9666141,,
KELT-10 b,KELT-10,4.1662739,215.80657,15.681391,5948.0,1.112,1.209,2016,KELT-South,188.404,284.5483823,-47.0033072,1377.0,0.308
Kepler-87 b,Kepler-87,114.73635,324.2,13.49,5600.0,1.1,1.82,2013,Kepler,1232.9,297.9168433,46.9651146,478.0,0.729
Kepler-297 b,Kepler-297,38.871826,,2.87,5619.0,,0.915,2014,Kepler,692.14,283.2091605,48.7776156,,
Kepler-297 c,Kepler-297,74.920137,,6.54,5619.0,,0.915,2014,Kepler,692.14,283.2091605,48.7776156,,
Kepler-396 b,Kepler-396,42.994,75.5,3.5,,0.85,1.06,2013,Kepler,223.757,296.1328135,48.9773095,,
K2-179 b,K2-179,5.172191,,2.51267885,5015.0,0.824345,0.768067,2018,K2,190.81,58.7967878,23.7567524,,
Kepler-1809 b,Kepler-1809,3.7572999,,1.513,4901.0,0.807,0.716,2021,Kepler,409.602,290.2651662,40.5484937,,
WASP-136 b,WASP-136,5.215357,479.9233,15.46842,6260.0,1.41,2.21,2016,SuperWASP,275.587,0.325761,-8.9262512,1742.0,0.773
Kepler-801 b,Kepler-801,11.41928253,,2.0,4435.0,0.67,0.63,2016,Kepler,440.426,286.0751815,44.6646277,,
Kepler-1650 b,Kepler-1650,1.53818001,,0.96,3410.0,0.326,0.334,2017,Kepler,134.397,297.7292296,42.8666919,,
